ResponseID,ResponseSet,Name,ExternalDataReference,EmailAddress,IPAddress,Status,StartDate,EndDate,Finished,MTurkCode,MID,site,Q_TotalDuration,condition,consent,attn_check_1_1,attn_check_1_2,attn_check_1_3,attn_check_1_4,attn_check_1_5,attn_check_1_6,attn_check_1_7,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,profile_num,profile_interest_num,attn_check_2,overall_engagement_1,overall_engagement_2,overall_engagement_3,overall_engagement_4,overall_engagement_5,overall_ease_1,overall_ease_2,overall_ease_3,overall_ease_4,overall_ease_5,overall_success_1,overall_success_2,overall_success_3,overall_success_4,overall_success_5,overall_success_6,overall_partner_1,overall_partner_2,overall_partner_3,overall_partner_4,overall_partner_5,overall_partner_6,overall_partner_7,overall_partner_8,attn_check_3,strategy_engagement_1,strategy_engagement_2,strategy_engagement_3,strategy_ease_1,strategy_ease_2,strategy_ease_3,strategy_ease_4,strategy_success_1,strategy_success_2,strategy_success_3,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,compliance,careful_response,honest_response,debrief_concerns,debriefing,X136,duplicate,attn_check_1,attn_check,var_response,var_low,exclusion,prevention,promotion,engage,ease,fit_success,fit_partner,fit_strategy_engage,fit_strategy_ease,fit_strategy_success
R_11cn51QDopHbL8W,Default Response Set,Anonymous,NA,NA,108.194.200.239,0,2018-09-24T09:40:01Z,2018-09-24T10:01:53Z,1,11799854,aa199a4e,"OkCupid, Plenty of Fish",1312,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,6,7,1,1,7,7,7,7,7,7,7,7,pof,5,2,2,7,7,7,1,7,7,7,1,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,10,7,7,1,7,7,1,1,7,7,7,33,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,10.69,acceptable,eligible,2.5714285714285716,7,7,7,7,7,7,7,7
R_1DIHLLzmbPKfpOs,Default Response Set,Anonymous,NA,NA,72.189.106.155,0,2018-09-24T09:45:25Z,2018-09-24T10:08:11Z,1,1042387,7be40e8a,"OkCupid, Plenty of Fish, Tinder",1365,0,1,NA,NA,NA,NA,NA,NA,NA,2,3,3,4,5,3,3,5,6,6,5,3,6,7,5,okc,15,2,2,6,5,6,6,4,5,2,1,6,2,6,5,7,1,4,5,6,5,6,5,6,5,7,4,10,2,3,5,5,3,6,4,3,2,4,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,3.31,acceptable,eligible,3.2857142857142856,5.375,5.666666666666667,6,5.666666666666667,5.5,2.6666666666666665,3.5,3
R_3nhYmmu1eO3iVGt,Default Response Set,Anonymous,NA,NA,24.161.5.204,0,2018-09-24T09:53:49Z,2018-09-24T10:11:52Z,1,71442157,71e90c13,OkCupid,1083,0,1,NA,NA,NA,NA,NA,NA,NA,5,6,5,5,6,4,4,6,7,6,5,4,5,6,5,okc,15,3,2,7,7,7,3,4,7,3,3,6,3,5,5,6,5,5,5,6,6,6,5,6,6,6,5,10,3,3,5,4,3,5,4,4,3,4,32,other,genderfluid,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,1.2766666666666666,acceptable,eligible,5,5.5,7,5.666666666666667,4.833333333333333,5.75,3,3.5,3.6666666666666665
R_38nqK1SjFU8tU4N,Default Response Set,Anonymous,NA,NA,107.175.150.30,0,2018-09-24T09:35:17Z,2018-09-24T10:19:09Z,1,83088009,2c203605,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, HeartBroker, JDate, Match.com/ca, OurTime, Plenty of Fish, Pure, Tinder, Zoosk",2632,0,1,NA,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,6,5,6,6,6,5,5,6,5,okc,6,3,2,6,6,6,5,5,5,6,6,6,5,6,6,5,2,6,5,6,6,6,6,6,5,4,6,10,5,6,2,6,6,6,1,6,6,7,33,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WHITE,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,STUDY IS GOOD,1,NA,nonduplicated,0,pass,3.0733333333333333,acceptable,eligible,5.857142857142857,5.5,6,3.3333333333333335,5.666666666666667,5.625,5.666666666666667,5.25,6.333333333333333
R_0STUdwpirzJMMF3,Default Response Set,Anonymous,NA,NA,69.254.22.211,0,2018-09-24T09:48:24Z,2018-09-24T10:19:57Z,1,75729677,490cd363,"OkCupid, eHarmony, Plenty of Fish, Pure, Tinder",1892,1,1,NA,NA,NA,NA,NA,NA,1,7,5,7,5,6,5,6,6,6,7,6,5,6,5,5,pof,15,0,2,6,5,6,4,6,5,5,6,6,6,2,2,3,5,6,5,5,6,5,7,3,4,7,4,8,6,3,3,6,2,4,3,4,4,2,32,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,1,fail,1.3066666666666666,acceptable,ineligible,5.857142857142857,5.75,5.666666666666667,3,3.5,5.125,4.666666666666667,4.25,3.3333333333333335
R_2uPUByMmSxhZdcI,Default Response Set,Anonymous,NA,NA,70.185.239.116,0,2018-09-24T10:12:17Z,2018-09-24T10:27:53Z,1,1480960,2d84c29f,"OkCupid, Match.com/ca",936,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,7,2,5,6,5,7,6,5,5,7,5,okc,12,0,2,5,6,3,2,4,7,7,1,7,5,5,4,4,3,2,7,2,4,4,2,3,5,4,1,10,4,4,5,5,4,7,4,3,4,5,32,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,2.776666666666667,acceptable,eligible,4.571428571428571,5.75,4.666666666666667,5.666666666666667,4.5,3.125,3.6666666666666665,3.5,4
R_2qefrBsaRX6ACAS,Default Response Set,Anonymous,NA,NA,47.42.172.20,0,2018-09-24T10:12:18Z,2018-09-24T10:31:54Z,1,38248051,59280406,"Grindr, Plenty of Fish, Tinder",1175,0,1,NA,NA,NA,NA,NA,NA,NA,3,3,2,3,6,2,3,6,5,6,7,7,6,7,6,okc,13,3,2,6,6,6,2,7,7,1,1,6,1,6,5,6,2,7,5,6,7,6,7,6,6,6,5,10,6,4,1,5,6,2,2,6,6,6,38,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,5.306666666666667,acceptable,eligible,3.142857142857143,6.25,6,7,5.833333333333333,6.125,5.666666666666667,5.75,6
R_23eOEAo4RRdTf3y,Default Response Set,Anonymous,NA,NA,108.253.8.92,0,2018-09-24T09:23:00Z,2018-09-24T10:34:22Z,1,40855907,4cb2bd6a,Plenty of Fish,4282,0,1,NA,NA,NA,NA,NA,NA,NA,6,6,5,6,6,7,6,6,6,5,5,4,5,5,5,pof,12,2,2,5,6,5,3,5,6,5,2,5,2,4,4,4,3,5,5,5,5,5,5,5,5,5,5,10,5,4,3,3,6,2,6,5,5,5,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,1.8766666666666667,acceptable,eligible,6,5.125,5.333333333333333,6,4.5,5,4.666666666666667,4.25,5
R_27D0iHhUKHcJoVx,Default Response Set,Anonymous,NA,NA,196.18.237.241,0,2018-09-24T10:30:29Z,2018-09-24T10:51:19Z,1,70136406,dff06be4,"OkCupid, eHarmony, Plenty of Fish",1250,0,1,NA,NA,NA,NA,NA,NA,NA,7,6,6,6,6,7,4,5,7,7,6,5,7,7,6,okc,3,5,2,6,6,7,6,6,7,5,7,7,7,6,6,7,6,5,7,6,4,5,6,6,5,7,5,10,6,6,5,6,7,7,7,6,7,6,28,female,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,5,NA,1,1,1,1,1,1,1,1,1,1,Nice survey. Kindly provide these type of survey with more dollars.,1,NA,nonduplicated,0,pass,3.1666666666666665,acceptable,eligible,6,6.25,6.333333333333333,3,5.5,5.5,5,3.75,6.333333333333333
R_3oBFVsd8LtXFH8D,Default Response Set,Anonymous,NA,NA,99.190.34.21,0,2018-09-24T10:36:20Z,2018-09-24T10:52:43Z,1,92324321,39bc790e,Plenty of Fish,982,1,1,NA,NA,NA,NA,NA,NA,NA,6,7,6,6,6,6,6,7,5,6,6,6,6,6,6,pof,8,3,2,7,7,7,2,6,7,2,1,7,1,7,7,7,1,7,6,7,7,7,7,7,7,7,7,10,6,6,1,7,7,1,1,6,7,6,29,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,No thoughts.,1,NA,nonduplicated,0,pass,3.5233333333333334,acceptable,eligible,6.142857142857143,6,7,7,6.833333333333333,7,6.333333333333333,7,6.333333333333333
R_1Nkcfi2Rxa0YOhN,Default Response Set,Anonymous,NA,NA,108.204.192.242,0,2018-09-24T10:56:36Z,2018-09-24T11:13:14Z,1,76716546,31d0cd3b,Plenty of Fish,997,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,7,7,1,1,7,7,7,7,7,7,7,7,pof,12,2,2,7,7,7,1,7,7,7,1,7,1,7,7,7,1,7,7,7,7,7,7,7,7,7,7,10,7,7,1,7,7,1,1,7,7,7,32,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,10.71,acceptable,eligible,2.7142857142857144,7,7,7,7,7,7,7,7
R_1EbqZxWP6cHF86y,Default Response Set,Anonymous,NA,NA,65.31.36.145,0,2018-09-24T10:57:55Z,2018-09-24T11:24:29Z,1,92130684,65bab434,"OkCupid, Match.com/ca, Zoosk, elenas models",1593,1,1,NA,NA,NA,NA,NA,NA,NA,5,4,4,6,5,4,4,6,7,6,6,7,6,6,7,okc,15,2,2,6,6,6,1,6,6,1,1,6,1,4,4,5,1,6,4,6,6,5,6,5,6,5,6,10,6,6,1,6,6,1,1,6,6,6,45,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,3.8933333333333335,acceptable,eligible,4.571428571428571,6.375,6,6.666666666666667,5,5.625,6.333333333333333,6.5,6
R_3fr6d1Ucp2Zz4mU,Default Response Set,Anonymous,NA,NA,108.187.168.221,0,2018-09-24T10:51:41Z,2018-09-24T11:32:07Z,1,40778422,4419d5ae,eHarmony,2426,0,1,NA,NA,NA,NA,NA,NA,NA,5,5,6,5,4,4,5,5,5,5,6,5,4,6,6,pof,15,6,2,5,5,5,4,6,5,5,5,4,5,4,4,4,4,5,6,5,5,4,5,4,6,4,4,10,6,4,3,6,5,3,5,4,5,5,71,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,1,1,1,1,1,1,none,1,NA,nonduplicated,0,pass,2.3266666666666667,acceptable,eligible,4.857142857142857,5.25,5,3.6666666666666665,4.5,4.625,5,4.75,4.666666666666667
R_Q03nALs1UBwEAWB,Default Response Set,Anonymous,NA,NA,24.46.117.154,0,2018-09-24T11:17:46Z,2018-09-24T11:42:02Z,1,73257962,545ceaec,Plenty of Fish,1455,0,1,NA,NA,NA,NA,NA,NA,NA,4,5,4,6,5,5,5,4,4,5,5,4,6,5,6,pof,4,0,2,5,4,5,4,4,3,4,5,4,4,5,5,4,4,5,4,4,5,6,4,5,3,5,3,10,5,5,4,3,5,5,1,5,5,5,46,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,2.473333333333333,acceptable,eligible,4.857142857142857,4.875,4.666666666666667,3.3333333333333335,4.5,4.375,4.666666666666667,4.5,5
R_3irpPoBvr9NfEr6,Default Response Set,Anonymous,NA,NA,104.129.131.176,0,2018-09-24T11:41:13Z,2018-09-24T11:58:42Z,1,5049100,8cfda567,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, JDate, Match.com/ca, OurTime",1048,0,1,NA,NA,NA,NA,NA,NA,NA,4,5,5,5,5,4,4,5,4,6,5,4,5,5,5,pof,10,2,5,5,5,5,4,5,4,6,5,5,4,4,5,5,5,5,4,5,5,5,5,4,4,4,5,10,3,5,5,5,5,5,4,5,4,4,35,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,good,1,NA,nonduplicated,0,fail,2.3066666666666666,acceptable,ineligible,4.571428571428571,4.875,5,3.6666666666666665,4.333333333333333,4.625,3.6666666666666665,4.25,4.333333333333333
R_2tl3BU8jhfycFXN,Default Response Set,Anonymous,NA,NA,45.53.203.57,0,2018-09-24T11:52:38Z,2018-09-24T12:13:58Z,1,47883268,15d1327d,"Plenty of Fish, Zoosk",1280,1,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,4,1,1,5,7,6,4,7,7,7,4,pof,12,1,2,6,7,4,4,4,7,1,1,7,1,4,4,5,1,4,4,7,7,6,5,7,7,6,4,10,6,6,1,7,7,1,1,4,5,5,38,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,n/a,1,NA,nonduplicated,0,pass,8.94,acceptable,eligible,1.5714285714285714,5.875,5.666666666666667,7,4.666666666666667,6.125,6.333333333333333,7,4.666666666666667
R_DuCCNp3pxNFNPVv,Default Response Set,Anonymous,NA,NA,23.94.185.39,0,2018-09-24T11:51:12Z,2018-09-24T12:35:27Z,1,52275117,4bf6c3a1,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, HeartBroker, JDate, Match.com/ca, OurTime, Plenty of Fish, Pure, Tinder",2655,0,1,NA,NA,NA,NA,NA,NA,NA,3,6,6,6,6,5,5,6,6,6,6,6,6,6,6,okc,12,2,2,6,6,6,6,6,6,6,4,6,2,6,6,6,2,6,7,6,6,7,6,6,6,7,6,10,6,7,2,6,6,1,2,6,6,5,27,male,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WHITE,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,GOOD,1,NA,nonduplicated,0,pass,3.1766666666666667,acceptable,eligible,5.285714285714286,6,6,5.333333333333333,6.166666666666667,6.25,6.333333333333333,6.25,5.666666666666667
R_2XgH9S4eOyvMLKu,Default Response Set,Anonymous,NA,NA,205.213.104.222,0,2018-09-24T12:23:25Z,2018-09-24T13:01:43Z,1,20196399,c1f6682a,"OkCupid, Plenty of Fish",2298,0,1,NA,NA,NA,NA,NA,NA,NA,2,2,2,3,6,2,2,6,6,6,6,6,7,7,6,pof,4,0,2,5,5,4,3,6,6,4,2,5,2,2,2,2,5,2,2,2,2,2,2,2,2,2,1,10,2,2,6,6,4,3,3,2,2,2,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,4.19,acceptable,eligible,2.7142857142857144,6.25,4.666666666666667,6,2.1666666666666665,1.875,2,5,2
R_Tvk8zLO26MQZ5yV,Default Response Set,Anonymous,NA,NA,24.60.176.206,0,2018-09-24T12:56:31Z,2018-09-24T13:36:16Z,1,61576557,cc997a86,"Grindr, Plenty of Fish, Tinder",2385,1,1,NA,NA,NA,NA,NA,NA,NA,1,1,2,7,5,2,1,5,5,5,7,7,7,6,7,pof,6,2,2,7,7,6,4,7,7,3,1,7,1,7,7,7,1,7,6,7,7,7,7,7,6,7,7,10,7,7,1,7,7,1,1,6,7,7,26,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,1,1,1,1,"No issues. I went to the site myself instead of clicking on the image within the study, I'm assuming that picture would take me to the dating site but I had already opened the dating site page and logged in before hand for the study.",1,NA,nonduplicated,0,pass,9.706666666666667,acceptable,eligible,2.7142857142857144,6.125,6.666666666666667,7,6.833333333333333,6.875,7,7,6.666666666666667
R_3foYBzYcFO93rkZ,Default Response Set,Anonymous,NA,NA,24.111.249.99,0,2018-09-24T13:48:23Z,2018-09-24T14:02:29Z,1,98510688,dc29f6cd,eHarmony,846,1,1,NA,NA,NA,NA,NA,NA,NA,5,3,6,6,4,5,4,6,6,5,6,5,4,6,4,eharm,11,3,2,5,5,5,4,5,5,6,5,4,3,6,5,6,4,6,5,6,5,6,5,6,6,6,5,10,5,4,3,5,5,4,6,5,5,5,31,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,NA,1,NA,nonduplicated,0,pass,2.66,acceptable,eligible,4.714285714285714,5.25,5,4.333333333333333,5.333333333333333,5.625,4.666666666666667,4,5
R_3Dubx3i5WOCr0Nl,Default Response Set,Anonymous,NA,NA,107.174.250.179,0,2018-09-24T13:41:01Z,2018-09-24T14:04:04Z,1,32463352,b6fe90be,"OkCupid, eHarmony, Plenty of Fish",1382,1,1,NA,NA,NA,NA,NA,1,NA,4,5,5,4,4,5,3,5,5,5,6,4,4,4,6,pof,1,2,4,6,4,3,3,5,5,4,4,3,3,5,4,4,3,5,5,5,4,4,4,5,6,5,6,10,4,3,4,4,5,6,5,3,4,4,42,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,NA,NA,NA,1,1,1,interesting,1,NA,nonduplicated,1,fail,2.4066666666666667,acceptable,ineligible,4.285714285714286,4.875,4.333333333333333,4.666666666666667,4.666666666666667,4.875,3.6666666666666665,3.5,3.6666666666666665
R_poMHELI2CFifxMR,Default Response Set,Anonymous,NA,NA,189.164.117.14,0,2018-09-24T14:27:58Z,2018-09-24T15:27:02Z,1,60183809,2ab32aec,OkCupid,3543,0,1,NA,NA,NA,NA,NA,NA,NA,6,7,6,5,5,7,6,5,7,6,5,5,6,5,5,okc,27,11,2,7,6,7,6,6,6,7,7,6,6,7,7,6,7,6,5,5,5,5,5,7,5,7,5,10,7,6,1,5,6,4,5,7,6,5,29,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,I enjoyed my participation. Thank you!,1,NA,nonduplicated,0,pass,3.0433333333333334,acceptable,eligible,6,5.5,6.666666666666667,3,5.333333333333333,5.5,6.666666666666667,4.5,6
R_10AEduBrUwyqHd4,Default Response Set,Anonymous,NA,NA,70.189.219.67,0,2018-09-24T16:32:38Z,2018-09-24T16:53:21Z,1,79843446,61e903b9,"Plenty of Fish, Tinder",1242,0,1,NA,NA,NA,NA,NA,NA,NA,3,7,3,7,5,4,5,6,5,7,6,5,4,6,6,okc,16,2,2,6,4,4,2,2,7,7,1,7,1,3,3,6,5,5,5,3,2,2,2,3,2,5,2,10,2,2,5,7,6,6,5,3,2,2,34,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,Everything seemed fine. i didn't have any tech problems,1,NA,nonduplicated,0,pass,3.29,acceptable,eligible,4.857142857142857,5.625,4.666666666666667,7,4.166666666666667,2.625,2.3333333333333335,4.5,2.3333333333333335
R_3lABxjWVJZwqynz,Default Response Set,Anonymous,NA,NA,69.176.38.92,0,2018-09-24T16:56:25Z,2018-09-24T17:34:10Z,1,32046699,602ac240,"OkCupid, Tinder",2265,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,3,5,4,6,3,5,3,5,6,3,3,4,5,pof,7,0,2,5,6,5,2,3,6,3,5,6,3,2,2,3,5,2,2,2,1,3,1,2,2,2,3,10,3,3,4,3,3,5,5,2,3,2,31,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,No problems.,1,NA,nonduplicated,0,pass,2.11,acceptable,eligible,4.428571428571429,4.25,5.333333333333333,4.666666666666667,2.3333333333333335,2,3.3333333333333335,3,2.3333333333333335
R_2tkU3uJiRdyrvtz,Default Response Set,Anonymous,NA,NA,50.3.242.117,0,2018-09-24T18:10:39Z,2018-09-24T18:26:55Z,1,87397068,a9be65b4,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, GayRomeo, Grindr, HeartBroker, JDate, Match.com/ca, OurTime, Plenty of Fish, Pure, Tinder, Zoosk",975,0,1,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,6,4,6,6,5,6,5,5,5,pof,1,2,2,6,6,4,5,6,6,6,6,5,6,5,6,5,5,6,5,6,5,5,5,6,6,6,6,10,6,6,4,5,5,5,4,6,6,5,33,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,1,1,1,1,1,1,1,1,1,1,GOOD,1,NA,nonduplicated,0,pass,2.25,acceptable,eligible,5.857142857142857,5.25,5.333333333333333,3.3333333333333335,5,5.625,5.333333333333333,4.25,5.666666666666667
R_3JaejUb6vL7hBLT,Default Response Set,Anonymous,NA,NA,68.235.36.114,0,2018-09-21T10:34:47Z,2018-09-21T10:36:56Z,0,13717905,2466f109,"OkCupid, eHarmony, Plenty of Fish",129,0,1,NA,NA,NA,NA,NA,NA,NA,5,3,6,4,5,5,5,6,4,6,6,3,5,4,5,pof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,4.714285714285714,4.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_28NXdRoQMiB3YO1,Default Response Set,Anonymous,NA,NA,199.115.112.87,0,2018-09-21T12:33:34Z,2018-09-21T12:34:31Z,0,3697352,64c6fa1e,"OkCupid, Plenty of Fish, Tinder",57,0,1,NA,NA,NA,NA,1,NA,NA,5,4,5,4,5,5,5,5,5,4,5,5,5,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,1,fail,NA,acceptable,ineligible,4.714285714285714,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_3Gg4BNsTYwDh2bk,Default Response Set,Anonymous,NA,NA,104.172.139.125,0,2018-09-21T13:59:27Z,2018-09-21T14:00:45Z,0,19962808,11b1c423,"Badoo, Bumble, OkCupid, Plenty of Fish, Tinder, Zoosk",77,1,1,NA,NA,NA,NA,NA,NA,NA,5,7,6,5,5,5,5,5,6,3,3,6,6,6,4,pof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,5.428571428571429,4.875,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_2wcMYyRqVqRfGQi,Default Response Set,Anonymous,NA,NA,97.83.234.202,0,2018-09-24T08:08:08Z,2018-09-24T08:09:38Z,0,86097108,dc75bdaf,OkCupid,90,0,1,NA,NA,NA,NA,NA,NA,NA,6,3,2,5,6,1,5,6,7,6,5,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,4,6.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_3adBx1hLgtHkW6l,Default Response Set,Anonymous,NA,NA,65.28.52.138,0,2018-09-24T08:12:39Z,2018-09-24T08:24:54Z,0,36931989,d4fd9d1f,"Plenty of Fish, Tinder",734,1,1,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,2,2,5,6,6,2,6,5,4,6,pof,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,2.142857142857143,5,NaN,NaN,NaN,NaN,NaN,NaN,NaN
R_1Bp2Ifcu1pONidX,Default Response Set,Anonymous,NA,NA,76.180.67.64,0,2018-09-24T08:28:39Z,2018-09-24T08:36:31Z,0,92577512,ae4c9b71,"OkCupid, Tinder",472,0,1,NA,NA,NA,NA,NA,NA,NA,1,2,1,3,2,1,1,4,7,6,4,6,6,7,6,okc,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,nonduplicated,0,fail,NA,acceptable,ineligible,1.5714285714285714,5.75,NaN,NaN,NaN,NaN,NaN,NaN,NaN
