ResponseID,IPAddress,Status,StartDate,EndDate,Finished,workerId,site,condition,RFQ_M_1,RFQ_M_2,RFQ_M_3,RFQ_M_4,RFQ_M_5,RFQ_M_6,RFQ_M_7,RFQ_M_8,RFQ_M_9,RFQ_M_10,RFQ_M_11,RFQ_M_12,RFQ_M_13,RFQ_M_14,RFQ_M_15,site_choice,profile_num,profile_interest_num,attn_check_2,attn_check_3,engage_1,engage_2,engage_3,engage_4,engage_5,ease_1,ease_2,ease_3,ease_4,ease_5,ease_6,ease_7,ease_8,success_1,success_2,success_3,success_4,success_5,success_6,partner_1,partner_2,partner_3,partner_4,partner_5,partner_6,partner_7,partner_8,age,gender,gender-TEXT,ethnicity_1,ethnicity_2,ethnicity_3,ethnicity_4,ethnicity_5,ethnicity_6,ethnicity_7,ethnicity_8,ethnicity_9,ethnicity_10,ethnicity_11,education,activity_1,activity_2,activity_3,activity_4,activity_5,activity_6,activity_7,activity_8,mc_compliance,mc_strategy,mc_strategy_use,careful_response,honest_response,debrief_concerns,debriefing,attn_check,exclusion,prevention,promotion,engage,ease,fit_success,fit_partner,activity_distraction
R_bfQxuwuZF6Y8T4d,b7223666,0,2018-11-23T09:07:58Z,2018-11-23T09:24:38Z,1,7e74dc78,"OkCupid, Tinder",-1,5,4,5,5,5,3,5,4,5,5,5,5,2,5,5,okc,25,5,2,10,3,2,2,5,5,4,5,5,2,6,6,5,5,4,5,3,5,5,5,2,2,3,2,2,2,4,2,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,discerning and dismissive of bad traits,2,1,1,NA,1,pass,eligible,4.571428571428571,4.5,2.3333333333333335,4.333333333333333,3,2.142857142857143,0
R_9KuXLHa6XZ6C3Bf,95a013da,0,2018-11-23T09:11:46Z,2018-11-23T09:47:55Z,1,b8f0eec7,eHarmony,-1,6,6,5,3,6,3,6,6,7,5,3,7,6,6,6,eharm,15,2,2,10,6,6,6,8,8,5,5,6,7,7,7,8,8,5,5,5,8,9,8,6,6,6,6,6,6,4,4,42,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,Looked for undesirable traits and screened those out who had them,1,1,1,NA,1,pass,eligible,5,5.75,6,3,5.166666666666667,5.714285714285714,0
R_wOcoIuEMZW66tUJ,961f5f27,0,2018-11-23T10:23:48Z,2018-11-23T10:42:02Z,1,f4fa9617,"Plenty of Fish, Tinder",1,6,6,7,6,7,6,6,6,5,5,5,7,7,7,7,pof,20,10,2,10,7,7,7,10,10,7,1,7,1,10,10,4,4,7,7,7,9,10,10,7,6,7,7,7,7,7,6,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,"I looked for those who had similar interests as me and who had a lenghy profile. The longer the profile, the more they are willing to talk to you and have a good discussion.",1,1,1,NA,1,pass,eligible,6.285714285714286,6.125,7,7,6.833333333333333,6.714285714285714,0
R_25FJjN8YQ8PL1By,9f2fdf85,0,2018-11-23T11:13:54Z,2018-11-23T11:37:20Z,1,91c9da31,"OkCupid, eHarmony, Match.com/ca, Tinder",-1,3,3,2,6,6,6,2,6,6,6,6,6,7,6,6,okc,10,3,2,10,6,6,6,9,9,6,1,6,1,10,10,4,4,6,6,6,9,9,9,6,6,6,6,6,6,6,6,36,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,I viewed the photo first and then checked the full profile.,1,1,1,none,1,pass,eligible,4,6.125,6,6.666666666666667,6,6,0
R_1mfJn3HlhMrqTd0,fa65f218,0,2018-11-23T11:26:05Z,2018-11-23T11:40:51Z,1,f81a332a,"Badoo, OkCupid, Plenty of Fish, Tinder, Zoosk",1,5,4,6,6,4,4,5,5,5,5,5,6,4,5,5,okc,20,5,2,10,5,4,5,8,8,6,4,6,3,8,7,8,8,4,4,6,8,8,8,5,5,6,5,6,5,4,5,31,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,just looking at face pics first,1,1,1,n/a,1,pass,eligible,4.857142857142857,5,4.666666666666667,5,4.833333333333333,5.285714285714286,0
R_1Du3Vxhz7JdmmZD,eabd6d91,0,2018-11-23T12:01:11Z,2018-11-23T12:18:22Z,1,650d2dde,OkCupid,1,1,2,3,2,2,2,2,5,6,6,6,6,6,6,6,okc,8,0,2,10,5,5,4,9,9,7,1,7,1,9,9,5,5,2,2,2,6,8,7,1,1,1,1,1,4,1,1,47,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,looked at profiles with desirable traits,1,1,1,interesting study,1,pass,eligible,2,5.875,4.666666666666667,7,3,1.4285714285714286,0
R_3phg4Tf55RqroPp,90d73d11,0,2018-11-23T12:07:36Z,2018-11-23T12:22:54Z,1,a7867dc3,"Match.com/ca, Plenty of Fish, Tinder",-1,1,1,6,6,6,5,2,7,5,2,2,1,4,5,3,pof,7,2,2,10,5,7,4,8,7,6,4,1,4,7,10,4,5,4,3,7,8,10,10,4,6,4,4,5,7,6,6,43,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,Just random searching within my age group and zip code.,1,1,1,NA,1,pass,eligible,3.857142857142857,3.625,5.333333333333333,4.666666666666667,5.5,5.142857142857143,0
R_qOD5Ztb4pGSwsPT,cb9a3da5,0,2018-11-23T12:23:06Z,2018-11-23T12:39:59Z,1,a9b471cf,"Coffee Meets Bagel, OkCupid, Tinder",-1,3,3,1,1,4,6,1,2,5,3,1,2,2,3,1,okc,30,2,2,10,4,4,4,7,7,6,1,7,1,10,10,4,4,4,1,3,7,8,8,5,6,5,5,7,6,6,6,37,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,"I raised the age brackets from 26-33, to 29-38, and excluded people who do not want kids, something I'd never thought of before",1,1,1,NA,1,pass,eligible,2.7142857142857144,2.375,4,6.666666666666667,3.6666666666666665,5.714285714285714,0
R_VO6LB5Nufjy6N9v,c8acbe99,0,2018-11-23T13:08:06Z,2018-11-23T13:27:55Z,1,18ecc6e0,"Plenty of Fish, Tinder",1,5,4,5,4,6,2,5,5,5,4,5,7,7,6,5,pof,2,0,2,10,1,3,1,4,4,6,1,7,1,9,9,4,4,3,2,2,7,7,8,1,1,1,1,1,1,1,1,26,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,1,NA,NA,2,NA,2,1,1,NA,1,pass,eligible,4.428571428571429,5.5,1.6666666666666667,6.666666666666667,3.3333333333333335,1,2
R_42T87rggWbrfF9T,39de2eb3,0,2018-11-23T13:01:46Z,2018-11-23T13:34:26Z,1,2be1b389,"Badoo, Chemistry, OkCupid, eHarmony, Plenty of Fish, Tinder, Zoosk",1,5,4,7,6,7,7,7,6,7,7,7,7,6,7,7,eharm,24,2,2,10,7,7,7,10,10,7,2,7,7,8,8,8,8,7,7,6,8,8,8,7,5,5,7,7,7,7,6,21,male,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,Latino singles,1,1,1,please give me more.,1,fail,ineligible,6.142857142857143,6.75,7,4.666666666666667,5.833333333333333,6.285714285714286,0
R_3p6e9WwyyVBoxqZ,a0508321,0,2018-11-23T13:04:35Z,2018-11-23T13:44:49Z,1,6c351a87,"Bumble, OkCupid, Plenty of Fish, Tinder, Zoosk",-1,3,2,2,6,6,5,6,6,6,3,6,5,5,6,6,pof,56,10,2,10,5,5,5,8,8,5,2,5,3,9,9,5,5,3,3,3,8,8,8,5,5,5,5,5,5,5,5,26,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,pick out traits you wouldnt like and not pick them,1,1,1,NA,1,pass,eligible,4.285714285714286,5.375,5,5.333333333333333,4,5,0
R_1QyD3GwAoUx0QoY,ba4055d0,0,2018-11-23T15:51:18Z,2018-11-23T16:21:27Z,1,bcb43c79,OkCupid,-1,7,4,5,6,6,7,2,3,3,7,6,5,2,4,5,okc,100,15,2,10,5,3,5,4,7,7,1,2,3,10,5,4,7,7,3,5,7,4,9,5,2,1,4,3,6,2,4,29,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,I just checked the ones that looked pretty,1,1,1,NA,1,pass,eligible,5.285714285714286,4.375,4.333333333333333,6.333333333333333,4.333333333333333,3.5714285714285716,0
R_25nvfgct3j6qMSt,8f3d3e18,0,2018-11-23T16:06:10Z,2018-11-23T16:27:32Z,1,d59db426,"OkCupid, Match.com/ca, Plenty of Fish",1,2,5,2,4,4,4,2,6,6,6,4,4,5,6,5,okc,5,2,2,10,5,5,5,8,8,5,2,5,2,8,8,4,4,5,5,5,8,8,8,5,5,5,5,5,5,5,5,41,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,look who was most compatible with what i was looking for,2,1,1,NA,1,pass,eligible,3.2857142857142856,5.25,5,5.666666666666667,5,5,0
R_2xEPuQ7u91vhrvA,d8d080e3,0,2018-11-23T16:02:24Z,2018-11-23T16:29:42Z,1,9cdcfe5b,"Bumble, Coffee Meets Bagel, OkCupid, Tinder",-1,2,7,1,6,7,4,5,5,6,7,7,6,7,6,7,okc,42,18,2,10,6,5,7,10,10,6,1,6,2,10,10,4,4,6,7,7,10,9,10,7,7,7,7,6,6,5,7,30,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,1,1,Looked for undesirable traits,1,1,1,NA,1,pass,eligible,4.571428571428571,6.375,6,6.333333333333333,6.666666666666667,6.714285714285714,1
R_262W0QyYFDUqPYd,b6475576,0,2018-11-23T16:49:04Z,2018-11-23T17:04:44Z,1,a44ac64d,"Chemistry, eHarmony, Grindr",1,1,1,1,7,7,1,1,7,7,7,7,7,7,7,7,eharm,9,3,2,10,7,7,7,10,10,7,1,7,1,10,10,4,4,7,7,7,10,10,10,7,7,7,7,7,7,7,7,27,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,NA,NA,1,1,Looked for things we both had an interest in.,1,1,1,NA,1,pass,eligible,2.7142857142857144,7,7,7,7,7,1
R_2uPPiSqzP6Vd4zC,ff148a0c,0,2018-11-23T17:59:35Z,2018-11-23T18:18:54Z,1,c6425abf,"OkCupid, eHarmony, Plenty of Fish, Tinder",-1,3,2,4,3,4,2,6,6,3,5,3,5,4,6,5,pof,5,2,2,10,5,7,5,9,9,6,6,7,1,8,7,4,5,5,6,6,10,9,10,7,7,7,4,5,5,4,5,45,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,"I identified specifics traits that I found a turn off. I am not into hiking or swimming, so immediately any profile that indicated exercising and dieting I found those people to be a major turn-off and undesirable.",1,1,1,Thank you,1,pass,eligible,3.4285714285714284,4.625,5.666666666666667,5,6.166666666666667,5.714285714285714,0
R_dmXRIsa4GQE3IKB,8d0d1ed9,0,2018-11-23T18:01:56Z,2018-11-23T18:34:44Z,1,a2b3af13,"eHarmony, Match.com/ca",-1,5,4,5,5,6,5,7,5,6,4,4,5,5,6,6,eharm,5,1,2,10,4,6,5,8,9,6,5,4,5,7,6,9,9,4,5,4,6,7,6,4,4,4,4,4,4,4,3,58,male,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,I looked at a woman who DID NOT show an interest in what I wanted. I wanted to see her ability to accept my feelings.,2,1,1,I hate selecting women this way. It seems very offbeat and unnatural.,1,fail,ineligible,5.285714285714286,5.125,5,4,3.8333333333333335,3.857142857142857,0
R_3nOPLfPu1nEcCLw,c12fa87f,0,2018-11-23T18:20:26Z,2018-11-23T18:38:27Z,1,d131e44e,"OkCupid, Tinder",-1,5,5,4,5,5,4,5,4,4,5,5,5,4,4,5,okc,5,1,2,10,4,4,3,7,7,5,5,4,5,8,7,8,6,3,4,5,6,8,7,4,4,5,5,4,5,5,5,20,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,1,1,not skimming through,2,1,1,NA,1,pass,eligible,4.714285714285714,4.5,3.6666666666666665,3.6666666666666665,4,4.571428571428571,0
R_1OYNqpyV7SZABYc,ab36477a,0,2018-11-23T19:34:36Z,2018-11-23T19:52:39Z,1,df4e8525,"eHarmony, Match.com/ca",-1,4,4,2,5,5,3,3,5,7,6,6,6,5,6,6,eharm,8,1,2,10,3,3,3,5,6,6,7,3,4,4,4,5,5,2,1,2,4,4,4,4,5,5,4,5,5,3,4,46,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,I used traits that I was not normally used to searching for; I searched for my totally opposite match.,1,1,1,NA,1,pass,eligible,3.7142857142857144,5.875,3,3.6666666666666665,1.3333333333333333,4.571428571428571,0
R_1jMKwHBIwyI3dsd,be79c43e,0,2018-11-23T19:46:58Z,2018-11-23T20:04:29Z,1,8a6586fe,"OkCupid, Plenty of Fish",-1,2,3,3,6,5,2,3,5,6,5,6,5,6,5,5,pof,10,2,2,10,4,5,4,8,7,7,1,7,1,9,10,4,4,1,2,1,6,7,8,5,5,4,4,5,5,5,5,41,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,to look for undesirable traits and screen people out using them,1,1,1,all was just swell!,1,pass,eligible,3.4285714285714284,5.375,4.333333333333333,7,2.6666666666666665,4.714285714285714,0
R_1CJwD7hckPROyFD,b6346a04,0,2018-11-23T19:54:55Z,2018-11-23T20:14:10Z,1,ba304d81,"Bumble, Plenty of Fish, Tinder",-1,4,2,1,4,6,1,7,7,7,7,4,7,7,7,7,pof,35,2,2,10,5,6,5,10,10,7,1,7,1,10,10,4,4,4,6,6,8,9,9,7,7,7,6,7,7,6,7,39,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,1,Looked at their faces to see if I was sexually attracted to them,1,1,1,NA,1,pass,eligible,3.5714285714285716,6.625,5.333333333333333,7,5.5,6.857142857142857,1
R_29gqmRLfmVIb83t,2e28cd2d,0,2018-11-23T20:12:40Z,2018-11-23T20:33:28Z,1,4383672b,Plenty of Fish,-1,5,4,1,7,5,1,7,5,7,7,6,7,7,7,7,pof,15,1,2,10,7,7,5,10,10,7,1,7,1,10,10,4,4,7,7,7,9,10,9,7,7,7,7,7,7,5,7,45,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,I looked first at undesirable profiles and eliminated them from based on undesirable trates,1,1,1,NA,1,pass,eligible,4.285714285714286,6.625,6.333333333333333,7,6.666666666666667,7,0
R_3ek5iGSDvCJoeze,d5d62dec,0,2018-11-23T20:27:25Z,2018-11-23T20:46:25Z,1,0877cb48,"Bumble, OkCupid, Plenty of Fish, Tinder",1,7,7,6,6,7,4,5,7,7,6,3,1,6,6,6,pof,12,2,2,10,7,7,6,10,10,7,1,7,1,10,10,4,4,3,3,5,7,8,9,7,6,6,6,7,7,5,5,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,1,I looked for desirable traits in dating profiles.,1,1,1,N/A,1,pass,eligible,6,5.25,6.666666666666667,7,4.333333333333333,6.285714285714286,0
R_29ddL592W5QLJxU,4c91433e,0,2018-11-23T21:27:17Z,2018-11-23T21:43:52Z,1,410870a4,"Bumble, Coffee Meets Bagel, OkCupid, eHarmony, Match.com/ca, Tinder",1,3,5,3,6,6,5,4,7,7,6,7,6,6,7,7,okc,50,2,2,10,4,3,3,7,8,6,1,6,1,8,8,5,5,2,2,1,5,5,5,5,3,4,3,4,4,4,2,39,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,I look at the pictures and if I find the person attractive I scan through the description.,1,1,1,No concerns,1,pass,eligible,4.571428571428571,6.625,3.3333333333333335,6.666666666666667,1.8333333333333333,3.5714285714285716,0
R_3ENnlkSVQmDHcjh,48a905b6,0,2018-11-23T21:31:06Z,2018-11-23T21:47:45Z,1,cc7ca2b4,"OkCupid, Match.com/ca, Tinder",-1,3,NA,5,6,5,2,4,6,6,4,6,7,6,6,5,okc,10,3,2,10,6,6,5,9,9,7,2,7,2,10,9,5,4,6,4,7,9,9,9,6,6,7,6,7,7,6,6,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,Tried to look for keywords that pertained to what I was interested in. Girls that were looking for something casual were immediately skipped so that definitely narrowed my options,1,1,1,NA,1,pass,eligible,4.166666666666667,5.75,5.666666666666667,6.333333333333333,5.833333333333333,6.428571428571429,0
R_1d4RKg8FFUdCwSp,03840e62,0,2018-11-23T21:36:23Z,2018-11-23T22:00:13Z,1,e2280a38,Plenty of Fish,1,5,5,6,5,6,3,6,5,5,3,5,7,3,5,5,okc,15,0,2,10,5,6,5,7,7,7,3,5,1,7,7,7,7,2,3,2,7,7,7,5,5,5,3,5,5,5,3,30,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,1,NA,NA,NA,1,Looked at the most desirable traits,2,1,1,NA,1,pass,eligible,5.142857142857143,4.75,5.333333333333333,6.333333333333333,3.1666666666666665,4.428571428571429,1
R_33ps9dtsegKwjHF,a90d2104,0,2018-11-23T21:42:45Z,2018-11-23T22:03:18Z,1,58d83a30,OkCupid,-1,4,4,4,5,6,4,6,5,7,6,5,4,5,6,4,okc,40,2,2,10,5,7,6,9,9,7,4,5,2,10,10,4,4,5,4,3,7,10,7,5,5,6,7,7,7,5,4,37,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,"I was looking for things that made me feel negatively towards a potential match, to screen them out.",1,1,1,"I had a little trouble making this survey work in Firefox, so I switched to Google Chrome. After that it was fine.",1,pass,eligible,4.714285714285714,5.25,6,5.666666666666667,4.5,5.857142857142857,0
R_2Y3RUxbt5XJ4Hw5,ac709e6a,0,2018-11-23T21:29:22Z,2018-11-23T22:03:55Z,1,01728c06,"OkCupid, Tinder",-1,5,5,4,5,5,5,5,6,6,5,5,3,4,6,5,okc,4,1,2,10,5,5,5,8,8,7,1,6,1,8,8,4,4,4,4,4,7,8,8,5,5,5,5,6,6,5,5,33,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,1,1,browse people that live nearby,1,1,1,interesting survey,1,pass,eligible,4.857142857142857,5,5,7,4.333333333333333,5.285714285714286,0
R_1nMVd4JrQm9IPFW,2662a8e7,0,2018-11-23T23:27:03Z,2018-11-23T23:47:03Z,1,5f7c98d4,"Bumble, OkCupid, Plenty of Fish, Tinder",1,5,6,7,6,6,7,5,7,6,3,4,3,4,5,5,okc,6,2,2,10,4,4,5,8,8,6,3,4,2,7,8,6,6,4,4,3,7,6,6,6,6,5,5,6,6,5,5,37,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,"I took one piece of criteria that I was looking for and then used that when looking at each profile.  The piece that I was looking for was whether a girl was creative or not and whether she could put up with a creative type.  If I didn't see anything about that, I moved on.  If I did, then I had to decide if I was interested or not.",1,1,1,I really enjoyed this study.  It made me think about each profile that I view and what types of criteria that I'm looking for.  I didn't have any issues at all.  Thank you for the opportunity!,1,pass,eligible,6,4.625,4.333333333333333,5.666666666666667,3.5,5.571428571428571,0
R_XuZxarjo9vyY6Up,20ff88ca,0,2018-11-23T23:33:32Z,2018-11-23T23:52:23Z,1,af7ea143,"OkCupid, Tinder",-1,2,1,6,6,6,5,3,4,6,7,7,5,2,7,7,okc,58,3,2,10,6,5,6,10,8,6,7,2,2,10,6,10,4,2,2,5,7,8,6,7,7,7,5,7,7,4,4,24,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,NA,1,1,looked for pictures taken by someone else versus a selfie,1,1,1,NA,1,pass,eligible,4.142857142857143,5.625,5.666666666666667,4.333333333333333,3.5,6.285714285714286,1
R_12u0LQomV0cDilO,4b386bc4,0,2018-11-23T23:36:20Z,2018-11-24T00:17:32Z,1,2cde1a52,"Badoo, Bumble, Chemistry, Coffee Meets Bagel, OkCupid, eHarmony, Grindr, HeartBroker, Match.com/ca, Plenty of Fish, Tinder, Zoosk",-1,1,1,1,7,7,7,4,6,7,7,7,7,7,7,7,okc,5,0,2,10,3,1,1,8,7,1,1,7,2,10,10,4,4,1,1,1,7,7,7,1,1,1,1,1,1,1,1,31,female,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,"reading tehir profiles. common logic thinkng ablities, particiular charactertic traits",1,1,1,NA,1,pass,eligible,4,6.875,1.6666666666666667,4.666666666666667,2.5,1,0
R_sYGjXa3QAK38nEB,73b744c2,0,2018-11-23T23:24:19Z,2018-11-24T00:48:40Z,1,5f4a59b7,"OkCupid, eHarmony, Skout",1,5,6,6,1,5,1,6,7,7,7,7,7,6,7,7,okc,20,5,2,10,7,7,7,9,9,7,1,7,1,10,10,4,4,7,7,7,10,10,10,7,6,6,7,7,6,7,7,34,female,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,1,1,Looked for attractive men,1,1,1,NA,1,pass,eligible,4.285714285714286,6.875,7,7,7,6.571428571428571,0
R_wRb0WWNFp3kyrCN,7485180f,0,2018-11-24T01:01:49Z,2018-11-24T01:23:19Z,1,8fc8a0c8,"Bumble, OkCupid, Tinder",1,6,7,3,3,4,3,6,4,5,2,6,6,6,5,6,okc,6,1,2,10,1,1,1,4,4,6,1,6,7,9,9,5,5,1,1,1,4,4,4,3,3,2,3,4,3,2,3,40,female,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,looking at positive qualities in the profiles,1,1,1,NA,1,pass,eligible,4.571428571428571,5,1,4.666666666666667,1,3,0
R_2azeymfOseGfsG1,c0e181a5,0,2018-11-24T01:02:51Z,2018-11-24T01:28:57Z,1,34aa6194,"Bumble, OkCupid, eHarmony, Match.com/ca, Plenty of Fish, Zoosk",-1,3,4,2,5,5,2,3,5,4,5,5,6,5,5,5,eharm,15,2,2,10,5,5,4,9,8,3,5,3,3,6,8,8,6,5,4,6,9,8,9,6,5,6,5,5,6,6,5,53,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,1,NA,NA,1,1,"looking for people that lived close, and people with undesirable traits",2,1,1,was a little confusing but rather intetresting.  thanks,1,pass,eligible,3.4285714285714284,5,4.666666666666667,3.6666666666666665,5.333333333333333,5.428571428571429,1
R_2uR7eOOAXd839mT,d35e0109,0,2018-11-24T01:04:47Z,2018-11-24T01:29:19Z,1,ad574ec1,"JDate, Plenty of Fish, Tinder",1,7,6,7,5,5,2,5,7,7,6,7,6,4,6,6,pof,120,20,2,10,6,6,5,10,9,7,1,7,1,10,10,4,4,2,4,3,7,7,6,7,7,7,7,7,7,6,6,42,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,1,1,1,Focus on their desirable traits,2,1,1,NA,1,pass,eligible,5.285714285714286,6.125,5.666666666666667,7,3.3333333333333335,6.857142857142857,1
R_2CjKnIM8N4NehMR,148189c2,0,2018-11-24T01:17:43Z,2018-11-24T01:43:12Z,1,49ab42d9,"Badoo, Bumble, OkCupid, Plenty of Fish, Tinder, Zoosk",-1,5,5,7,6,5,3,6,6,5,6,5,6,6,6,6,okc,8,6,2,10,6,6,7,10,10,6,2,6,2,10,9,5,5,6,6,6,9,10,10,7,6,6,6,6,6,6,6,21,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,NA,NA,NA,NA,NA,1,"Not just looking for looks, but looking for emotional compatability too",1,1,1,NA,1,pass,eligible,5.285714285714286,5.75,6.333333333333333,6,6.333333333333333,6.142857142857143,1
R_1MYFTGH0zNBMWgf,e79b9c24,0,2018-11-24T01:05:03Z,2018-11-24T02:03:27Z,1,5061fd8a,"Plenty of Fish, Tinder",1,1,1,1,1,4,1,1,1,7,7,6,7,7,4,4,pof,45,1,2,10,3,3,4,7,7,7,1,6,1,9,10,5,5,3,1,7,7,7,5,7,5,7,3,7,3,2,2,37,male,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,I was looking for desireable traits.,1,1,1,Thanks for having me participate. This was interesting.,1,pass,eligible,1.4285714285714286,5.375,3.3333333333333335,7,3.5,4.857142857142857,0
R_2qqmZZ0nwDmdynW,394d2e4c,0,2018-11-24T02:51:17Z,2018-11-24T03:11:14Z,1,25b7d220,"OkCupid, Tinder",-1,3,3,2,5,4,1,3,6,7,6,6,7,5,5,6,okc,50,0,2,10,3,4,3,5,5,5,2,4,2,8,8,5,6,2,2,3,6,7,5,6,4,4,5,6,6,4,4,35,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,1,1,"sorting by gender, location and age",3,1,1,NA,1,pass,eligible,3,6,3.3333333333333335,5.666666666666667,2.6666666666666665,5,0
R_3fC7e2dRUFAhzae,f1e29327,0,2018-11-24T03:25:16Z,2018-11-24T03:43:58Z,1,588003d7,"Bumble, OkCupid, Plenty of Fish, Tinder",-1,2,7,7,5,6,7,7,7,4,7,3,7,6,4,7,okc,25,20,2,10,7,7,5,6,5,7,2,7,1,10,10,8,6,7,7,6,7,8,8,7,7,7,5,7,7,6,7,24,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,1,1,"I looked for people I thought were attractive, I then tried to find what was unappealing in their answers, photos, or descriptions, then based my liking & messaging off that.",1,1,1,"I was a little concerned about logging into my OkCupid account through a survey, but that was the only issue I had & even that I got through just fine.",1,pass,eligible,5.857142857142857,5.625,6.333333333333333,6.666666666666667,5.666666666666667,6.714285714285714,0
R_3lWknJqhT2Db2Rw,a07e15ff,0,2018-11-24T03:19:06Z,2018-11-24T03:45:40Z,1,9d3be99d,"OkCupid, Grindr, Tinder",1,4,5,3,4,4,4,5,4,5,6,4,4,5,5,4,okc,20,3,2,10,5,5,4,7,7,6,2,5,2,8,8,5,5,3,2,4,7,7,7,6,6,6,6,6,6,5,5,54,male,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,1,1,I swiped away people with no pics or questionable information.,2,1,1,NA,1,pass,eligible,4.142857142857143,4.625,4.666666666666667,6,3.5,5.857142857142857,0
